                         vars   n     mean       sd   median  trimmed      mad      min      max    range  skew kurtosis       se
PEOU.PEOU6               |                 PUA.PUA7 |  0.45 | [ 0.38,  0.52] | 11.02 | 477 | < .001***
PEOU.PEOU6               |                 PUA.PUA8 |  0.48 | [ 0.41,  0.55] | 11.96 | 477 | < .001***
PEOU.PEOU6               |                 RES.RES1 |  0.34 | [ 0.25,  0.41] |  7.78 | 477 | < .001***
PEOU.PEOU6               |                 RES.RES2 |  0.36 | [ 0.28,  0.44] |  8.54 | 477 | < .001***
PEOU.PEOU6               |                 RES.RES3 |  0.41 | [ 0.34,  0.49] |  9.94 | 477 | < .001***
PEOU.PEOU6               |                 SQR.SQR1 |  0.31 | [ 0.22,  0.38] |  7.02 | 477 | < .001***
PEOU.PEOU6               |                 SQR.SQR2 |  0.25 | [ 0.17,  0.34] |  5.75 | 477 | < .001***
PEOU.PEOU6               |                 SQR.SQR3 |  0.25 | [ 0.16,  0.33] |  5.57 | 477 | < .001***
PEOU.PEOU6               |                   LS.LS1 |  0.47 | [ 0.39,  0.53] | 11.51 | 477 | < .001***
PEOU.PEOU6               |                   LS.LS2 |  0.37 | [ 0.29,  0.44] |  8.70 | 477 | < .001***
PEOU.PEOU6               |                   LS.LS3 |  0.33 | [ 0.25,  0.41] |  7.64 | 477 | < .001***
PEOU.PEOU6               |                   LS.LS4 |  0.44 | [ 0.37,  0.51] | 10.81 | 477 | < .001***
PEOU.PEOU6               |                   LS.LS5 |  0.44 | [ 0.36,  0.51] | 10.66 | 477 | < .001***
PEOU.PEOU6               |                   LS.LS6 |  0.44 | [ 0.36,  0.51] | 10.63 | 477 | < .001***
PEOU.PEOU6               |                   LS.LS7 |  0.41 | [ 0.33,  0.48] |  9.84 | 477 | < .001***
PEOU.PEOU6               |                   LS.LS8 |  0.41 | [ 0.33,  0.48] |  9.85 | 477 | < .001***
PEOU.PEOU6               |                 PPC.PPC1 |  0.50 | [ 0.43,  0.56] | 12.51 | 477 | < .001***
PEOU.PEOU6               |                 PPC.PPC2 |  0.36 | [ 0.27,  0.43] |  8.31 | 477 | < .001***
PEOU.PEOU6               |                 PPC.PPC3 |  0.41 | [ 0.33,  0.48] |  9.75 | 477 | < .001***
PEOU.PEOU6               |                 PPC.PPC4 |  0.43 | [ 0.36,  0.50] | 10.47 | 477 | < .001***
PEOU.PEOU6               |                 PPC.PPC5 |  0.43 | [ 0.35,  0.50] | 10.30 | 477 | < .001***
PEOU.PEOU6               |                 PPC.PPC6 |  0.46 | [ 0.38,  0.53] | 11.25 | 477 | < .001***
PEOU.PEOU6               |                   PS.PS1 |  0.47 | [ 0.39,  0.53] | 11.55 | 477 | < .001***
PEOU.PEOU6               |                   PS.PS2 |  0.44 | [ 0.37,  0.51] | 10.79 | 477 | < .001***
PEOU.PEOU6               |                   PS.PS3 |  0.46 | [ 0.39,  0.53] | 11.33 | 477 | < .001***
PEOU.PEOU6               |                   PS.PS4 |  0.46 | [ 0.39,  0.53] | 11.31 | 477 | < .001***
PEOU.PEOU6               |                   PS.PS5 |  0.45 | [ 0.38,  0.52] | 11.07 | 477 | < .001***
PEOU.PEOU6               |                   PS.PS6 |  0.46 | [ 0.39,  0.53] | 11.41 | 477 | < .001***
PEOU.PEOU6               |                   PS.PS7 |  0.46 | [ 0.39,  0.53] | 11.32 | 477 | < .001***
PEOU.PEOU6               |                   PS.PS8 |  0.45 | [ 0.38,  0.52] | 11.00 | 477 | < .001***
PEOU.PEOU6               |                   PS.PS9 |  0.48 | [ 0.41,  0.55] | 11.99 | 477 | < .001***
PEOU.PEOU6               |                  PS.PS10 |  0.42 | [ 0.35,  0.49] | 10.17 | 477 | < .001***
PEOU.PEOU6               |                  PS.PS11 |  0.45 | [ 0.37,  0.52] | 10.97 | 477 | < .001***
PEOU.PEOU6               |                 PUI.PUI1 |  0.49 | [ 0.42,  0.55] | 12.19 | 477 | < .001***
PEOU.PEOU6               |                 PUI.PUI2 |  0.48 | [ 0.41,  0.55] | 12.03 | 477 | < .001***
PEOU.PEOU6               |                 PUI.PUI3 |  0.48 | [ 0.40,  0.54] | 11.84 | 477 | < .001***
PEOU.PEOU6               |                 PUI.PUI4 |  0.48 | [ 0.41,  0.55] | 11.99 | 477 | < .001***
PEOU.PEOU6               |                 PUI.PUI5 |  0.46 | [ 0.39,  0.53] | 11.44 | 477 | < .001***
PEOU.PEOU6               |                 PUI.PUI6 |  0.40 | [ 0.32,  0.47] |  9.47 | 477 | < .001***
PEOU.PEOU6               |                 PUI.PUI7 |  0.50 | [ 0.43,  0.56] | 12.59 | 477 | < .001***
PEOU.PEOU6               |                 PUI.PUI8 |  0.47 | [ 0.40,  0.54] | 11.61 | 477 | < .001***
PEOU.PEOU6               |                 TKR.TKR1 |  0.32 | [ 0.24,  0.40] |  7.33 | 477 | < .001***
PEOU.PEOU6               |                 TKR.TKR2 |  0.27 | [ 0.18,  0.35] |  6.02 | 477 | < .001***
PEOU.PEOU6               |                 TKR.TKR3 |  0.34 | [ 0.26,  0.42] |  7.94 | 477 | < .001***
PEOU.PEOU6               |                 TKR.TKR4 |  0.26 | [ 0.18,  0.35] |  6.00 | 477 | < .001***
PEOU.PEOU6               |                 WEI.WEI1 |  0.46 | [ 0.38,  0.53] | 11.24 | 477 | < .001***
PEOU.PEOU6               |                 WEI.WEI2 |  0.49 | [ 0.42,  0.56] | 12.29 | 477 | < .001***
PEOU.PEOU6               |                 WEI.WEI3 |  0.39 | [ 0.31,  0.46] |  9.30 | 477 | < .001***
PEOU.PEOU6               |                 WEI.WEI4 |  0.45 | [ 0.37,  0.51] | 10.86 | 477 | < .001***
PEOU.PEOU6               |                 WEI.WEI5 |  0.41 | [ 0.33,  0.48] |  9.85 | 477 | < .001***
PEOU.PEOU6               |                 WEI.WEI6 |  0.42 | [ 0.34,  0.49] | 10.15 | 477 | < .001***
PEOU.PEOU6               |                 WEI.WEI7 |  0.43 | [ 0.36,  0.50] | 10.48 | 477 | < .001***
PEOU.PEOU6               |                 WEI.WEI8 |  0.48 | [ 0.40,  0.54] | 11.85 | 477 | < .001***
PEOU.PEOU6               |            WORKPACE.SQ01 |  0.22 | [ 0.13,  0.30] |  4.91 | 475 | 0.008**  
PEOU.PEOU6               |                 AUTONOMY |  0.22 | [ 0.13,  0.30] |  4.89 | 475 | 0.008**  
VIS.VIS1                 |                 VIS.VIS2 |  0.56 | [ 0.50,  0.62] | 14.84 | 477 | < .001***
VIS.VIS1                 |                 VIS.VIS3 |  0.58 | [ 0.52,  0.64] | 15.71 | 477 | < .001***
VIS.VIS1                 |                 VOI.VOI1 |  0.26 | [ 0.18,  0.34] |  5.93 | 477 | < .001***
VIS.VIS1                 |                 VOI.VOI2 |  0.24 | [ 0.15,  0.32] |  5.30 | 477 | 0.001**  
VIS.VIS1                 |                 PUA.PUA1 |  0.34 | [ 0.26,  0.42] |  7.94 | 477 | < .001***
VIS.VIS1                 |                 PUA.PUA2 |  0.37 | [ 0.29,  0.44] |  8.64 | 477 | < .001***
VIS.VIS1                 |                 PUA.PUA3 |  0.38 | [ 0.30,  0.45] |  8.93 | 477 | < .001***
VIS.VIS1                 |                 PUA.PUA4 |  0.31 | [ 0.22,  0.39] |  7.06 | 477 | < .001***
VIS.VIS1                 |                 PUA.PUA5 |  0.29 | [ 0.21,  0.37] |  6.70 | 477 | < .001***
VIS.VIS1                 |                 PUA.PUA6 |  0.31 | [ 0.22,  0.39] |  7.03 | 477 | < .001***
VIS.VIS1                 |                 PUA.PUA7 |  0.33 | [ 0.25,  0.41] |  7.75 | 477 | < .001***
VIS.VIS1                 |                 PUA.PUA8 |  0.34 | [ 0.25,  0.41] |  7.77 | 477 | < .001***
VIS.VIS1                 |                 RES.RES1 |  0.26 | [ 0.17,  0.34] |  5.88 | 477 | < .001***
VIS.VIS1                 |                 RES.RES2 |  0.24 | [ 0.15,  0.32] |  5.43 | 477 | < .001***
VIS.VIS1                 |                 RES.RES3 |  0.29 | [ 0.20,  0.37] |  6.53 | 477 | < .001***
VIS.VIS1                 |                 SQR.SQR2 |  0.24 | [ 0.16,  0.33] |  5.50 | 477 | < .001***
VIS.VIS1                 |                 SQR.SQR3 |  0.21 | [ 0.12,  0.29] |  4.58 | 477 | 0.034*   
VIS.VIS1                 |                   LS.LS1 |  0.35 | [ 0.27,  0.43] |  8.15 | 477 | < .001***
VIS.VIS1                 |                   LS.LS2 |  0.26 | [ 0.17,  0.34] |  5.88 | 477 | < .001***
VIS.VIS1                 |                   LS.LS3 |  0.25 | [ 0.17,  0.33] |  5.67 | 477 | < .001***
VIS.VIS1                 |                   LS.LS4 |  0.33 | [ 0.25,  0.41] |  7.62 | 477 | < .001***
VIS.VIS1                 |                   LS.LS5 |  0.38 | [ 0.31,  0.46] |  9.09 | 477 | < .001***
VIS.VIS1                 |                   LS.LS6 |  0.32 | [ 0.23,  0.39] |  7.27 | 477 | < .001***
VIS.VIS1                 |                   LS.LS7 |  0.32 | [ 0.24,  0.40] |  7.32 | 477 | < .001***
VIS.VIS1                 |                   LS.LS8 |  0.36 | [ 0.28,  0.44] |  8.44 | 477 | < .001***
VIS.VIS1                 |                 PPC.PPC1 |  0.33 | [ 0.25,  0.41] |  7.70 | 477 | < .001***
VIS.VIS1                 |                 PPC.PPC2 |  0.29 | [ 0.21,  0.37] |  6.74 | 477 | < .001***
VIS.VIS1                 |                 PPC.PPC3 |  0.26 | [ 0.18,  0.34] |  5.91 | 477 | < .001***
VIS.VIS1                 |                 PPC.PPC4 |  0.32 | [ 0.23,  0.39] |  7.27 | 477 | < .001***
VIS.VIS1                 |                 PPC.PPC5 |  0.39 | [ 0.31,  0.47] |  9.30 | 477 | < .001***
VIS.VIS1                 |                 PPC.PPC6 |  0.33 | [ 0.25,  0.41] |  7.60 | 477 | < .001***
VIS.VIS1                 |                   PS.PS1 |  0.35 | [ 0.27,  0.42] |  8.12 | 477 | < .001***
VIS.VIS1                 |                   PS.PS2 |  0.37 | [ 0.29,  0.44] |  8.65 | 477 | < .001***
VIS.VIS1                 |                   PS.PS3 |  0.39 | [ 0.31,  0.46] |  9.18 | 477 | < .001***
VIS.VIS1                 |                   PS.PS4 |  0.35 | [ 0.26,  0.42] |  8.05 | 477 | < .001***
VIS.VIS1                 |                   PS.PS5 |  0.35 | [ 0.27,  0.43] |  8.29 | 477 | < .001***
VIS.VIS1                 |                   PS.PS6 |  0.32 | [ 0.24,  0.40] |  7.40 | 477 | < .001***
VIS.VIS1                 |                   PS.PS7 |  0.28 | [ 0.19,  0.36] |  6.35 | 477 | < .001***
VIS.VIS1                 |                   PS.PS8 |  0.29 | [ 0.21,  0.37] |  6.74 | 477 | < .001***
VIS.VIS1                 |                   PS.PS9 |  0.36 | [ 0.28,  0.43] |  8.38 | 477 | < .001***
VIS.VIS1                 |                  PS.PS10 |  0.35 | [ 0.27,  0.43] |  8.22 | 477 | < .001***
VIS.VIS1                 |                  PS.PS11 |  0.36 | [ 0.28,  0.44] |  8.48 | 477 | < .001***
VIS.VIS1                 |                 PUI.PUI1 |  0.35 | [ 0.27,  0.43] |  8.15 | 477 | < .001***
VIS.VIS1                 |                 PUI.PUI2 |  0.35 | [ 0.27,  0.43] |  8.24 | 477 | < .001***
VIS.VIS1                 |                 PUI.PUI3 |  0.31 | [ 0.23,  0.39] |  7.10 | 477 | < .001***
VIS.VIS1                 |                 PUI.PUI4 |  0.31 | [ 0.22,  0.39] |  7.05 | 477 | < .001***
VIS.VIS1                 |                 PUI.PUI5 |  0.35 | [ 0.27,  0.43] |  8.21 | 477 | < .001***
VIS.VIS1                 |                 PUI.PUI6 |  0.33 | [ 0.25,  0.41] |  7.67 | 477 | < .001***
VIS.VIS1                 |                 PUI.PUI7 |  0.32 | [ 0.24,  0.40] |  7.49 | 477 | < .001***
VIS.VIS1                 |                 PUI.PUI8 |  0.29 | [ 0.20,  0.37] |  6.53 | 477 | < .001***
VIS.VIS1                 |                 TKR.TKR2 |  0.24 | [ 0.15,  0.32] |  5.37 | 477 | < .001***
VIS.VIS1                 |                 TKR.TKR3 |  0.25 | [ 0.16,  0.33] |  5.55 | 477 | < .001***
VIS.VIS1                 |                 TKR.TKR4 |  0.24 | [ 0.15,  0.32] |  5.32 | 477 | < .001***
VIS.VIS1                 |                 WEI.WEI1 |  0.30 | [ 0.21,  0.38] |  6.83 | 477 | < .001***
VIS.VIS1                 |                 WEI.WEI2 |  0.38 | [ 0.30,  0.45] |  8.99 | 477 | < .001***
VIS.VIS1                 |                 WEI.WEI3 |  0.41 | [ 0.33,  0.48] |  9.79 | 477 | < .001***
VIS.VIS1                 |                 WEI.WEI4 |  0.34 | [ 0.25,  0.41] |  7.78 | 477 | < .001***
VIS.VIS1                 |                 WEI.WEI5 |  0.42 | [ 0.34,  0.49] | 10.10 | 477 | < .001***
VIS.VIS1                 |                 WEI.WEI6 |  0.39 | [ 0.31,  0.47] |  9.34 | 477 | < .001***
VIS.VIS1                 |                 WEI.WEI7 |  0.37 | [ 0.29,  0.45] |  8.79 | 477 | < .001***
VIS.VIS1                 |                 WEI.WEI8 |  0.40 | [ 0.32,  0.47] |  9.52 | 477 | < .001***
VIS.VIS1                 |            WORKPACE.SQ01 |  0.21 | [ 0.12,  0.29] |  4.68 | 475 | 0.021*   
VIS.VIS1                 |                 AUTONOMY |  0.21 | [ 0.12,  0.29] |  4.68 | 475 | 0.021*   
VIS.VIS2                 |                 VIS.VIS3 |  0.64 | [ 0.59,  0.69] | 18.36 | 477 | < .001***
VIS.VIS2                 |                 PUA.PUA1 |  0.31 | [ 0.23,  0.39] |  7.24 | 477 | < .001***
VIS.VIS2                 |                 PUA.PUA2 |  0.31 | [ 0.23,  0.39] |  7.17 | 477 | < .001***
VIS.VIS2                 |                 PUA.PUA3 |  0.29 | [ 0.20,  0.37] |  6.52 | 477 | < .001***
VIS.VIS2                 |                 PUA.PUA4 |  0.24 | [ 0.15,  0.32] |  5.39 | 477 | < .001***
VIS.VIS2                 |                 PUA.PUA5 |  0.29 | [ 0.21,  0.37] |  6.64 | 477 | < .001***
VIS.VIS2                 |                 PUA.PUA6 |  0.27 | [ 0.19,  0.36] |  6.23 | 477 | < .001***
VIS.VIS2                 |                 PUA.PUA7 |  0.29 | [ 0.20,  0.37] |  6.53 | 477 | < .001***
VIS.VIS2                 |                 PUA.PUA8 |  0.26 | [ 0.18,  0.34] |  5.90 | 477 | < .001***
VIS.VIS2                 |                 RES.RES1 |  0.25 | [ 0.16,  0.33] |  5.66 | 477 | < .001***
VIS.VIS2                 |                 RES.RES2 |  0.24 | [ 0.16,  0.33] |  5.49 | 477 | < .001***
VIS.VIS2                 |                 RES.RES3 |  0.25 | [ 0.16,  0.33] |  5.58 | 477 | < .001***
VIS.VIS2                 |                 SQR.SQR2 |  0.21 | [ 0.13,  0.30] |  4.80 | 477 | 0.012*   
VIS.VIS2                 |                 SQR.SQR3 |  0.25 | [ 0.16,  0.33] |  5.60 | 477 | < .001***
VIS.VIS2                 |                   LS.LS1 |  0.26 | [ 0.17,  0.34] |  5.85 | 477 | < .001***
VIS.VIS2                 |                   LS.LS2 |  0.26 | [ 0.17,  0.34] |  5.83 | 477 | < .001***
VIS.VIS2                 |                   LS.LS3 |  0.27 | [ 0.18,  0.35] |  6.00 | 477 | < .001***
VIS.VIS2                 |                   LS.LS4 |  0.26 | [ 0.17,  0.34] |  5.80 | 477 | < .001***
VIS.VIS2                 |                   LS.LS5 |  0.32 | [ 0.23,  0.39] |  7.29 | 477 | < .001***
VIS.VIS2                 |                   LS.LS6 |  0.31 | [ 0.23,  0.39] |  7.20 | 477 | < .001***
VIS.VIS2                 |                   LS.LS7 |  0.34 | [ 0.26,  0.42] |  7.88 | 477 | < .001***
VIS.VIS2                 |                   LS.LS8 |  0.30 | [ 0.21,  0.38] |  6.75 | 477 | < .001***
VIS.VIS2                 |                 PPC.PPC1 |  0.33 | [ 0.25,  0.41] |  7.61 | 477 | < .001***
VIS.VIS2                 |                 PPC.PPC2 |  0.23 | [ 0.14,  0.31] |  5.06 | 477 | 0.004**  
VIS.VIS2                 |                 PPC.PPC3 |  0.24 | [ 0.15,  0.32] |  5.35 | 477 | < .001***
VIS.VIS2                 |                 PPC.PPC4 |  0.28 | [ 0.20,  0.36] |  6.40 | 477 | < .001***
VIS.VIS2                 |                 PPC.PPC5 |  0.29 | [ 0.20,  0.37] |  6.59 | 477 | < .001***
VIS.VIS2                 |                 PPC.PPC6 |  0.32 | [ 0.23,  0.40] |  7.30 | 477 | < .001***
VIS.VIS2                 |                   PS.PS1 |  0.29 | [ 0.21,  0.37] |  6.68 | 477 | < .001***
VIS.VIS2                 |                   PS.PS2 |  0.29 | [ 0.21,  0.37] |  6.64 | 477 | < .001***
VIS.VIS2                 |                   PS.PS3 |  0.31 | [ 0.23,  0.39] |  7.09 | 477 | < .001***
VIS.VIS2                 |                   PS.PS4 |  0.28 | [ 0.20,  0.36] |  6.40 | 477 | < .001***
VIS.VIS2                 |                   PS.PS5 |  0.33 | [ 0.25,  0.41] |  7.69 | 477 | < .001***
VIS.VIS2                 |                   PS.PS6 |  0.23 | [ 0.15,  0.32] |  5.26 | 477 | 0.001**  
VIS.VIS2                 |                   PS.PS7 |  0.26 | [ 0.18,  0.34] |  5.92 | 477 | < .001***
VIS.VIS2                 |                   PS.PS8 |  0.25 | [ 0.16,  0.33] |  5.58 | 477 | < .001***
VIS.VIS2                 |                   PS.PS9 |  0.31 | [ 0.23,  0.39] |  7.25 | 477 | < .001***
VIS.VIS2                 |                  PS.PS10 |  0.27 | [ 0.19,  0.36] |  6.24 | 477 | < .001***
VIS.VIS2                 |                  PS.PS11 |  0.25 | [ 0.16,  0.33] |  5.63 | 477 | < .001***
VIS.VIS2                 |                 PUI.PUI1 |  0.30 | [ 0.21,  0.38] |  6.82 | 477 | < .001***
VIS.VIS2                 |                 PUI.PUI2 |  0.33 | [ 0.25,  0.41] |  7.57 | 477 | < .001***
VIS.VIS2                 |                 PUI.PUI3 |  0.30 | [ 0.22,  0.38] |  6.89 | 477 | < .001***
VIS.VIS2                 |                 PUI.PUI4 |  0.29 | [ 0.21,  0.37] |  6.64 | 477 | < .001***
VIS.VIS2                 |                 PUI.PUI5 |  0.30 | [ 0.21,  0.38] |  6.79 | 477 | < .001***
VIS.VIS2                 |                 PUI.PUI6 |  0.26 | [ 0.18,  0.35] |  5.98 | 477 | < .001***
VIS.VIS2                 |                 PUI.PUI7 |  0.29 | [ 0.21,  0.37] |  6.66 | 477 | < .001***
VIS.VIS2                 |                 PUI.PUI8 |  0.27 | [ 0.18,  0.35] |  6.08 | 477 | < .001***
VIS.VIS2                 |                 TKR.TKR1 |  0.23 | [ 0.14,  0.31] |  5.15 | 477 | 0.002**  
VIS.VIS2                 |                 TKR.TKR2 |  0.24 | [ 0.15,  0.32] |  5.29 | 477 | 0.001**  
VIS.VIS2                 |                 TKR.TKR3 |  0.28 | [ 0.20,  0.36] |  6.44 | 477 | < .001***
VIS.VIS2                 |                 WEI.WEI1 |  0.31 | [ 0.22,  0.39] |  7.02 | 477 | < .001***
VIS.VIS2                 |                 WEI.WEI2 |  0.32 | [ 0.24,  0.40] |  7.34 | 477 | < .001***
VIS.VIS2                 |                 WEI.WEI3 |  0.38 | [ 0.30,  0.45] |  8.88 | 477 | < .001***
VIS.VIS2                 |                 WEI.WEI4 |  0.32 | [ 0.24,  0.40] |  7.46 | 477 | < .001***
VIS.VIS2                 |                 WEI.WEI5 |  0.35 | [ 0.27,  0.43] |  8.14 | 477 | < .001***
VIS.VIS2                 |                 WEI.WEI6 |  0.37 | [ 0.29,  0.44] |  8.63 | 477 | < .001***
VIS.VIS2                 |                 WEI.WEI7 |  0.37 | [ 0.29,  0.45] |  8.75 | 477 | < .001***
VIS.VIS2                 |                 WEI.WEI8 |  0.36 | [ 0.27,  0.43] |  8.31 | 477 | < .001***
VIS.VIS2                 |            WORKPACE.SQ01 |  0.23 | [ 0.14,  0.31] |  5.06 | 475 | 0.004**  
VIS.VIS3                 |                 VOI.VOI4 |  0.24 | [ 0.16,  0.32] |  5.43 | 477 | < .001***
VIS.VIS3                 |                 PUA.PUA1 |  0.35 | [ 0.27,  0.43] |  8.28 | 477 | < .001***
VIS.VIS3                 |                 PUA.PUA2 |  0.33 | [ 0.25,  0.41] |  7.75 | 477 | < .001***
VIS.VIS3                 |                 PUA.PUA3 |  0.33 | [ 0.25,  0.41] |  7.75 | 477 | < .001***
VIS.VIS3                 |                 PUA.PUA4 |  0.30 | [ 0.22,  0.38] |  6.97 | 477 | < .001***
VIS.VIS3                 |                 PUA.PUA5 |  0.32 | [ 0.24,  0.40] |  7.49 | 477 | < .001***
VIS.VIS3                 |                 PUA.PUA6 |  0.21 | [ 0.13,  0.30] |  4.80 | 477 | 0.013*   
VIS.VIS3                 |                 PUA.PUA7 |  0.29 | [ 0.20,  0.37] |  6.50 | 477 | < .001***
VIS.VIS3                 |                 PUA.PUA8 |  0.31 | [ 0.23,  0.39] |  7.12 | 477 | < .001***
VIS.VIS3                 |                 RES.RES1 |  0.28 | [ 0.20,  0.36] |  6.42 | 477 | < .001***
VIS.VIS3                 |                 RES.RES2 |  0.27 | [ 0.18,  0.35] |  6.08 | 477 | < .001***
VIS.VIS3                 |                 RES.RES3 |  0.28 | [ 0.19,  0.36] |  6.30 | 477 | < .001***
VIS.VIS3                 |                   LS.LS1 |  0.34 | [ 0.25,  0.41] |  7.80 | 477 | < .001***
VIS.VIS3                 |                   LS.LS2 |  0.30 | [ 0.21,  0.38] |  6.82 | 477 | < .001***
VIS.VIS3                 |                   LS.LS3 |  0.24 | [ 0.15,  0.32] |  5.40 | 477 | < .001***
VIS.VIS3                 |                   LS.LS4 |  0.29 | [ 0.21,  0.37] |  6.71 | 477 | < .001***
VIS.VIS3                 |                   LS.LS5 |  0.25 | [ 0.17,  0.33] |  5.71 | 477 | < .001***
VIS.VIS3                 |                   LS.LS6 |  0.29 | [ 0.20,  0.37] |  6.50 | 477 | < .001***
